訂單編號,產品系列,數量,預估交期
A0202545,Unknown,205.0,2020-11-11
A0202638,Unknown,10400.0,2020-11-11
T2200076,Unknown,100.0,2020-11-11
A0202431,Unknown,5000.0,2020-11-11
B0106741,GIGE,6.0,2020-11-12
B0106747,GIGE,26.0,2020-11-12
B0106773,GIGE,463.0,2020-11-12
B0107467,GIGE,20.0,2020-11-12
B0106746,GIGE,213.0,2020-11-12
B0106742,GIGE,57.0,2020-11-12
B0105990,USB2.0,87250.0,2020-11-12
B0105989,USB2.0,2250.0,2020-11-12
B0106798,USB2.0,10000.0,2020-11-12
B0106797,USB2.0,10050.0,2020-11-12
B0107742,USB3.0,200.0,2020-11-12
B0106863,USB3.0,396.0,2020-11-12
B0107743,USB3.0,100.0,2020-11-12
B0106862,USB3.0,138.0,2020-11-12
B0107262,USB3.0,44.0,2020-11-12
B0107487,USB3.0,6.0,2020-11-12
B0107424,USB3.0,6.0,2020-11-12
B0107285,USB3.0,45.0,2020-11-12
B0107697,USB3.0,2.0,2020-11-12
B0107766,USB3.0,100.0,2020-11-12
B0106750,其他,102.0,2020-11-12
B0106854,其他,140.0,2020-11-12
B0106297,其他,9000.0,2020-11-12
B0107174,其他,10080.0,2020-11-12
B0105340,其他,4080.0,2020-11-12
B0105992,其他,48000.0,2020-11-12
B0101939,其他,10010.0,2020-11-12
B0101957,其他,11500.0,2020-11-12
B0106100,其他,2960.0,2020-11-12
B0301041,其他,1000.0,2020-11-12
C1502073,Unknown,15600.0,2020-11-12
A0202505,Unknown,5000.0,2020-11-12
B0107179,Unknown,2.0,2020-11-12
A0202793,Unknown,2000.0,2020-11-12
A0202658,Unknown,14400.0,2020-11-12
A0202740,Unknown,2000.0,2020-11-12
A0202552,Unknown,5000.0,2020-11-12
C1806022,Unknown,50000.0,2020-11-12
A0202694,Unknown,6000.0,2020-11-12
A0202720,Unknown,1000.0,2020-11-12
B8801001,Unknown,20.0,2020-11-12
B0107078,USB3.0,30.0,2020-11-13
B0107277,USB3.0,30.0,2020-11-13
B0107049,其他,57.0,2020-11-13
B0107486,其他,20000.0,2020-11-13
B0201230,其他,57.0,2020-11-13
B0107737,Unknown,6.0,2020-11-13
D20G3025,Unknown,1.0,2020-11-13
B0106407,Unknown,20.0,2020-11-13
T2200070,Unknown,200.0,2020-11-13
B0107638,Unknown,20.0,2020-11-13
B0107541,Unknown,5.0,2020-11-13
HQPF01,Unknown,2.0,2020-11-13
A0202586,Unknown,10080.0,2020-11-13
B8801087,Unknown,23.0,2020-11-13
B8801039,Unknown,200.0,2020-11-13
B0301141,Unknown,5.0,2020-11-13
B8801034,Unknown,100.0,2020-11-13
B8801049,Unknown,100.0,2020-11-13
B8801066,Unknown,1.0,2020-11-13
B8801019,Unknown,1.0,2020-11-13
A0202728,Unknown,12480.0,2020-11-13
B0107274,USB2.0,10000.0,2020-11-16
B0107273,USB2.0,10000.0,2020-11-16
B0106771,USB3.0,2040.0,2020-11-16
B0107137,USB3.0,50.0,2020-11-16
B0107140,USB3.0,50.0,2020-11-16
B0107281,USB3.0,50.0,2020-11-16
B0107640,USB3.0,500.0,2020-11-16
B0107032,USB3.0,100.0,2020-11-16
B0106843,USB3.0,20.0,2020-11-16
B0107271,USB3.0,100.0,2020-11-16
B0107048,USB3.0,10.0,2020-11-16
B0107031,USB3.0,100.0,2020-11-16
B0107138,USB3.0,50.0,2020-11-16
B0202012,USB3.0(TYPE C),6240.0,2020-11-16
B0201266,USB3.0(TYPE C),2010.0,2020-11-16
B0201187,USB3.0(主動線),50.0,2020-11-16
B0201265,其他,50.0,2020-11-16
B0105992,其他,2000.0,2020-11-16
B0102325,其他,100.0,2020-11-16
B0201264,其他,250.0,2020-11-16
B0107302,Unknown,20.0,2020-11-16
C2402088,Unknown,1000.0,2020-11-16
B0107026,Unknown,20.0,2020-11-16
T1200219,Unknown,1.0,2020-11-16
B0107059,Unknown,20.0,2020-11-16
T1200237,Unknown,5.0,2020-11-16
B0107024,Unknown,20.0,2020-11-16
A0202725,Unknown,50.0,2020-11-16
B0107554,Unknown,10.0,2020-11-16
A0902180,Unknown,75000.0,2020-11-18
B0106455,GIGE,10.0,2020-11-19
B0106742,GIGE,30.0,2020-11-19
B0106773,GIGE,339.0,2020-11-19
B0107157,GIGE,1.0,2020-11-19
B0106454,GIGE,100.0,2020-11-19
B0107073,GIGE,44.0,2020-11-19
B0107074,GIGE,50.0,2020-11-19
B0106746,GIGE,199.0,2020-11-19
B0106774,GIGE,94.0,2020-11-19
B0107156,GIGE,1.0,2020-11-19
B0106862,USB3.0,458.0,2020-11-19
B0106864,USB3.0,300.0,2020-11-19
B0106863,USB3.0,100.0,2020-11-19
B0107262,USB3.0,100.0,2020-11-19
B0107697,USB3.0,1.0,2020-11-19
B0106944,其他,100.0,2020-11-19
B0107767,USB3.0,90.0,2020-11-20
B0107747,USB3.0,296.0,2020-11-20
B0107733,USB3.0,130.0,2020-11-20
B0201261,USB3.0(TYPE C),260.0,2020-11-20
B0602204,其他,600.0,2020-11-20
E20G1008,Unknown,1.0,2020-11-20
A0202508,Unknown,1500.0,2020-11-20
C3301056,Unknown,1000.0,2020-11-20
B8801063,Unknown,30.0,2020-11-20
B8801047,Unknown,50.0,2020-11-20
T1200244,Unknown,5.0,2020-11-20
A0202658,Unknown,32400.0,2020-11-20
T2200066,Unknown,30.0,2020-11-20
T1200246,Unknown,5.0,2020-11-20
A0202583,Unknown,3024.0,2020-11-20
B0107488,Unknown,2.0,2020-11-20
B8801001,Unknown,3.0,2020-11-20
A0202665,Unknown,7560.0,2020-11-20
B0107541,Unknown,29.0,2020-11-20
B8801101,Unknown,1.0,2020-11-20
T1200207,Unknown,4.0,2020-11-20
B0602204,其他,2400.0,2020-11-23
T1200243,Unknown,1.0,2020-11-23
RTF00001,Unknown,1.0,2020-11-23
B0106440,Unknown,2.0,2020-11-23
B0106284,其他,72.0,2020-11-24
C1805059,Unknown,18000.0,2020-11-24
B0107221,其他,1000.0,2020-11-25
B0301095,其他,1000.0,2020-11-25
C2402031,Unknown,45.0,2020-11-25
C2402123,Unknown,500.0,2020-11-25
C1804150,Unknown,10800.0,2020-11-25
C1804148,Unknown,25000.0,2020-11-25
HQF001,Unknown,600.0,2020-11-25
C2402088,Unknown,500.0,2020-11-25
C1805071,Unknown,40000.0,2020-11-25
B8801025,Unknown,95.0,2020-11-25
C1803128,Unknown,10000.0,2020-11-25
A0205049,Unknown,15000.0,2020-11-25
C2402123,Unknown,200.0,2020-11-25
C1803141,Unknown,10000.0,2020-11-25
C1804151,Unknown,15000.0,2020-11-25
B0107074,GIGE,3.0,2020-11-26
B0106746,GIGE,225.0,2020-11-26
B0106773,GIGE,248.0,2020-11-26
B0107424,USB3.0,1.0,2020-11-26
B0107766,USB3.0,100.0,2020-11-26
B0107262,USB3.0,43.0,2020-11-26
B0106863,USB3.0,20.0,2020-11-26
B0106862,USB3.0,131.0,2020-11-26
B0107697,USB3.0,5.0,2020-11-26
B0106748,其他,31.0,2020-11-26
A0202668,Unknown,5000.0,2020-11-26
A0202723,Unknown,2000.0,2020-11-26
A0202586,Unknown,10080.0,2020-11-26
B0107405,Unknown,10.0,2020-11-26
B8801045,Unknown,50.0,2020-11-26
A0202725,Unknown,3000.0,2020-11-26
B8801041,Unknown,100.0,2020-11-26
A0202466,Unknown,25200.0,2020-11-26
A0202722,Unknown,1000.0,2020-11-26
A0202721,Unknown,1000.0,2020-11-26
T1190399,Unknown,1.0,2020-11-26
T1200191,Unknown,26.0,2020-11-26
A0202692,Unknown,2000.0,2020-11-26
A0202793,Unknown,2000.0,2020-11-26
A0202724,Unknown,2000.0,2020-11-26
A0202726,Unknown,1000.0,2020-11-26
A0202763,Unknown,2000.0,2020-11-26
C2202074,Unknown,300.0,2020-11-26
A0202654,Unknown,4032.0,2020-11-26
B0107344,USB3.0,250.0,2020-11-27
B8801066,Unknown,8.0,2020-11-27
T1200253,Unknown,2.0,2020-11-27
B8801081,Unknown,8.0,2020-11-27
B8801099,Unknown,8.0,2020-11-27
B8801006,Unknown,12.0,2020-11-27
T1200254,Unknown,2.0,2020-11-27
T1200252,Unknown,2.0,2020-11-27
C1804107,Unknown,10000.0,2020-11-27
C2402067,Unknown,20.0,2020-11-27
B0107644,Unknown,20.0,2020-11-27
B8801079,Unknown,16.0,2020-11-27
FFS00001,Unknown,1.0,2020-11-27
B8801106,Unknown,36.0,2020-11-27
T1200251,Unknown,2.0,2020-11-27
B0201211,USB2.0(TYPE C),100.0,2020-11-30
B0202009,USB2.0(TYPE C),100.0,2020-11-30
B0201207,USB2.0(TYPE C),100.0,2020-11-30
B0106378,USB2.0,3000.0,2020-11-30
B0107273,USB2.0,10000.0,2020-11-30
B0107274,USB2.0,10000.0,2020-11-30
B0102398,USB2.0,3500.0,2020-11-30
B0105990,USB2.0,83125.0,2020-11-30
B0106188,USB3.0,1000.0,2020-11-30
B0106865,USB3.0,1000.0,2020-11-30
B0107525,USB3.0,300.0,2020-11-30
B0107031,USB3.0,130.0,2020-11-30
B0106187,USB3.0,2000.0,2020-11-30
B0106779,USB3.0,1002.0,2020-11-30
B0107640,USB3.0,500.0,2020-11-30
B0107240,USB3.0,200.0,2020-11-30
B0107043,USB3.0,100.0,2020-11-30
B0107338,USB3.0,2000.0,2020-11-30
B0202012,USB3.0(TYPE C),1260.0,2020-11-30
B0201125,USB3.0(主動線),10.0,2020-11-30
B0107312,其他,70.0,2020-11-30
B0106297,其他,3000.0,2020-11-30
B0106309,其他,560.0,2020-11-30
B0105992,其他,81750.0,2020-11-30
B0106284,其他,438.0,2020-11-30
B0102362,其他,4500.0,2020-11-30
B0106906,其他,1000.0,2020-11-30
B0101957,其他,9500.0,2020-11-30
B0106285,其他,10.0,2020-11-30
B0107313,其他,7.0,2020-11-30
D20G3005,Unknown,1.0,2020-11-30
C1806022,Unknown,100000.0,2020-11-30
D20G3021,Unknown,1.0,2020-11-30
C3204001,Unknown,24000.0,2020-11-30
C1502073,Unknown,12000.0,2020-11-30
C3204005,Unknown,5000.0,2020-11-30
D20G3019,Unknown,1.0,2020-11-30
C1804137,Unknown,100000.0,2020-11-30
D20G2036,Unknown,1.0,2020-11-30
D20G2037,Unknown,1.0,2020-11-30
T2200075,Unknown,10.0,2020-11-30
C1806018,Unknown,24000.0,2020-11-30
C1502053,Unknown,40800.0,2020-11-30
D20G3013,Unknown,1.0,2020-11-30
C2801007,Unknown,300.0,2020-11-30
C3301027,Unknown,30.0,2020-11-30
D20G3012,Unknown,1.0,2020-11-30
T1200234,Unknown,4.0,2020-11-30
T1200263,Unknown,2.0,2020-11-30
T1200241,Unknown,5.0,2020-12-01
T1200256,Unknown,1.0,2020-12-01
B0106855,Unknown,1.0,2020-12-01
B0106375,Unknown,10.0,2020-12-01
B0107299,Unknown,20.0,2020-12-01
T3200008,Unknown,1.0,2020-12-01
T2200072,Unknown,25.0,2020-12-02
A0202786,Unknown,200.0,2020-12-02
T2200073,Unknown,25.0,2020-12-02
T1200260,Unknown,1.0,2020-12-02
B0106773,GIGE,287.0,2020-12-03
B0106746,GIGE,237.0,2020-12-03
B0107074,GIGE,6.0,2020-12-03
B0106774,GIGE,74.0,2020-12-03
B0106743,GIGE,1.0,2020-12-03
B0106742,GIGE,18.0,2020-12-03
B0107770,USB3.0,200.0,2020-12-03
B0106863,USB3.0,49.0,2020-12-03
B0107697,USB3.0,1.0,2020-12-03
B0106862,USB3.0,576.0,2020-12-03
B0107262,USB3.0,199.0,2020-12-03
B0201222,USB3.0(主動線),7.0,2020-12-03
B0106750,其他,37.0,2020-12-03
A0202654,Unknown,6048.0,2020-12-03
T1200250,Unknown,15.0,2020-12-03
B0106840,Unknown,5.0,2020-12-03
A0202665,Unknown,10080.0,2020-12-03
A0202728,Unknown,13000.0,2020-12-03
T1200257,Unknown,1.0,2020-12-03
B8801025,Unknown,400.0,2020-12-03
C2901006,Unknown,1000.0,2020-12-03
T1190399,Unknown,8.0,2020-12-03
T1200245,Unknown,20.0,2020-12-03
B0107049,其他,189.0,2020-12-04
B0102388,其他,5.0,2020-12-04
B0107722,Unknown,5.0,2020-12-04
B8801066,Unknown,4.0,2020-12-04
T2200071,Unknown,20.0,2020-12-04
C3301023,Unknown,20.0,2020-12-04
T1200220,Unknown,15.0,2020-12-05
T1200105,Unknown,12.0,2020-12-05
T1190286,Unknown,30.0,2020-12-05
B0106942,其他,220.0,2020-12-07
B0201127,Unknown,4.0,2020-12-07
T1200242,Unknown,63.0,2020-12-07
B0201243,Unknown,5.0,2020-12-07
T1190178,Unknown,1.0,2020-12-07
T1200259,Unknown,3.0,2020-12-07
B0106983,其他,50.0,2020-12-08
B0102361,其他,2500.0,2020-12-08
B8801001,Unknown,20.0,2020-12-08
B8801041,Unknown,100.0,2020-12-08
B0107008,Unknown,304.0,2020-12-08
B0107082,USB3.0,51.0,2020-12-09
B0107658,USB3.0,20.0,2020-12-09
T1200264,Unknown,25.0,2020-12-09
B8801025,Unknown,1000.0,2020-12-09
A0610029,Unknown,500.0,2020-12-09
A0202467,Unknown,1500.0,2020-12-09
C1403007,Unknown,500.0,2020-12-09
B0106773,GIGE,481.0,2020-12-10
B0106746,GIGE,148.0,2020-12-10
B0107156,GIGE,1.0,2020-12-10
B0106862,USB3.0,244.0,2020-12-10
B0107751,USB3.0,120.0,2020-12-10
B0102359,USB3.0,1000.0,2020-12-10
B0107285,USB3.0,5.0,2020-12-10
B0106863,USB3.0,94.0,2020-12-10
B0107766,USB3.0,100.0,2020-12-10
B0107262,USB3.0,149.0,2020-12-10
B0106854,其他,52.0,2020-12-10
B0102388,其他,24.0,2020-12-10
B0201230,其他,8.0,2020-12-10
B0106750,其他,35.0,2020-12-10
T1190431,Unknown,2.0,2020-12-10
B0107261,Unknown,4.0,2020-12-10
T1190410,Unknown,4.0,2020-12-10
B0106447,Unknown,2.0,2020-12-10
T1190167,Unknown,20.0,2020-12-10
A0202665,Unknown,10080.0,2020-12-10
B8801009,Unknown,67.0,2020-12-10
T1200199,Unknown,10.0,2020-12-10
A0202583,Unknown,5040.0,2020-12-10
FFS00001,Unknown,1.0,2020-12-10
C3301059,Unknown,1000.0,2020-12-10
B0106454,GIGE,1.0,2020-12-11
B0107771,USB3.0,100.0,2020-12-11
B0102362,其他,500.0,2020-12-11
B8801039,Unknown,100.0,2020-12-11
C0101224,Unknown,3000.0,2020-12-11
B8801062,Unknown,29.0,2020-12-11
B8801104,Unknown,110.0,2020-12-11
A0202693,Unknown,40.0,2020-12-11
C1804102,Unknown,5000.0,2020-12-11
RTF00001,Unknown,1.0,2020-12-11
B8801006,Unknown,20.0,2020-12-11
B0107765,USB3.0,20.0,2020-12-15
B0107764,USB3.0,41.0,2020-12-15
B0107774,其他,3000.0,2020-12-15
B0107775,其他,3000.0,2020-12-15
B0107737,Unknown,6.0,2020-12-15
HQPF01,Unknown,3.0,2020-12-15
B8801010,Unknown,155.0,2020-12-15
RTF00001,Unknown,1.0,2020-12-15
C3204001,Unknown,5600.0,2020-12-15
D20G3023,Unknown,1.0,2020-12-15
B0107738,Unknown,5.0,2020-12-15
A0202499,Unknown,8.0,2020-12-15
B0105990,USB2.0,56000.0,2020-12-16
B0106797,USB2.0,10050.0,2020-12-16
B0106383,USB2.0,2100.0,2020-12-16
B0106378,USB2.0,17500.0,2020-12-16
B0106798,USB2.0,10000.0,2020-12-16
B0105989,USB2.0,13500.0,2020-12-16
B0107271,USB3.0,50.0,2020-12-16
B0107487,USB3.0,5.0,2020-12-16
B0107029,USB3.0,75.0,2020-12-16
B0107281,USB3.0,50.0,2020-12-16
B0107276,USB3.0,5.0,2020-12-16
B0107031,USB3.0,420.0,2020-12-16
B0107028,USB3.0,75.0,2020-12-16
B0106923,USB3.0,1.0,2020-12-16
B0107640,USB3.0,1500.0,2020-12-16
B0201125,USB3.0(主動線),13.0,2020-12-16
B0106100,其他,12000.0,2020-12-16
B0106297,其他,3000.0,2020-12-16
B0101957,其他,22700.0,2020-12-16
B0105951,其他,8400.0,2020-12-16
B0106309,其他,525.0,2020-12-16
B0105340,其他,4620.0,2020-12-16
B0105138,其他,1000.0,2020-12-16
B0105992,其他,25500.0,2020-12-16
C2901017,Unknown,3000.0,2020-12-16
C3204001,Unknown,56400.0,2020-12-16
C1805059,Unknown,78000.0,2020-12-16
C0702033,Unknown,2000.0,2020-12-16
C1806022,Unknown,100000.0,2020-12-16
C1502056,Unknown,43200.0,2020-12-16
B0107046,Unknown,11.0,2020-12-16
C1502069,Unknown,47200.0,2020-12-16
C3003007,Unknown,3000.0,2020-12-16
T1200216,Unknown,2.0,2020-12-16
C1804137,Unknown,150000.0,2020-12-16
C0104276,Unknown,3000.0,2020-12-16
C1502064,Unknown,6000.0,2020-12-16
B0106773,GIGE,370.0,2020-12-17
B0106746,GIGE,243.0,2020-12-17
B0107074,GIGE,3.0,2020-12-17
B0107073,GIGE,32.0,2020-12-17
B0107467,GIGE,4.0,2020-12-17
B0107262,USB3.0,72.0,2020-12-17
B0106862,USB3.0,214.0,2020-12-17
B0107743,USB3.0,200.0,2020-12-17
B0106863,USB3.0,49.0,2020-12-17
B0107742,USB3.0,200.0,2020-12-17
B0102388,其他,10.0,2020-12-17
B0106750,其他,72.0,2020-12-17
B0201230,其他,34.0,2020-12-17
B8801051,Unknown,2.0,2020-12-17
T1200265,Unknown,3.0,2020-12-17
B0107257,Unknown,50.0,2020-12-17
B0107261,Unknown,4.0,2020-12-17
T1200018,Unknown,3.0,2020-12-17
B0107001,Unknown,50.0,2020-12-17
E20G1009,Unknown,1.0,2020-12-17
A0202765,Unknown,1000.0,2020-12-17
FFS00001,Unknown,1.0,2020-12-17
B8801081,Unknown,10.0,2020-12-17
B0106455,GIGE,20.0,2020-12-18
B0107194,USB2.0,10000.0,2020-12-18
B0102398,USB2.0,3000.0,2020-12-18
B0107295,USB2.0,7500.0,2020-12-18
B0107273,USB2.0,25000.0,2020-12-18
B0106779,USB3.0,3000.0,2020-12-18
B0107347,其他,1000.0,2020-12-18
C3301049,Unknown,40.0,2020-12-18
T1200258,Unknown,29.0,2020-12-18
E20C2002,Unknown,1.0,2020-12-20
E20C3002,Unknown,1.0,2020-12-20
B0108002,其他,13.0,2020-12-21
B0105992,其他,120.0,2020-12-21
B0108001,其他,10.0,2020-12-21
B0108003,其他,25.0,2020-12-21
T1200267,Unknown,4.0,2020-12-21
A0202740,Unknown,2000.0,2020-12-21
A0202491,Unknown,1200.0,2020-12-21
A0202793,Unknown,2000.0,2020-12-21
T1200274,Unknown,2.0,2020-12-21
T1200266,Unknown,4.0,2020-12-21
C3301005,Unknown,4000.0,2020-12-21
T1200277,Unknown,2.0,2020-12-21
A0202466,Unknown,25200.0,2020-12-21
T1200268,Unknown,1.0,2020-12-21
B0604052,Unknown,5.0,2020-12-22
B0107758,其他,280.0,2020-12-23
B0106773,GIGE,276.0,2020-12-24
B0106747,GIGE,14.0,2020-12-24
B0107156,GIGE,2.0,2020-12-24
B0107461,GIGE,2.0,2020-12-24
B0106741,GIGE,11.0,2020-12-24
B0106746,GIGE,610.0,2020-12-24
B0107285,USB3.0,6.0,2020-12-24
B0107262,USB3.0,96.0,2020-12-24
B0106863,USB3.0,199.0,2020-12-24
B0107697,USB3.0,12.0,2020-12-24
B0107286,USB3.0,21.0,2020-12-24
B0106862,USB3.0,251.0,2020-12-24
B0107752,USB3.0,100.0,2020-12-24
B0301041,其他,1000.0,2020-12-24
B0106854,其他,31.0,2020-12-24
B0101094,其他,200.0,2020-12-24
B0107221,其他,2000.0,2020-12-24
B0106750,其他,51.0,2020-12-24
C3301048,Unknown,500.0,2020-12-24
A0202793,Unknown,2000.0,2020-12-24
C3301057,Unknown,100.0,2020-12-24
C3301047,Unknown,500.0,2020-12-24
A0202694,Unknown,2000.0,2020-12-24
C3301020,Unknown,500.0,2020-12-24
T1200279,Unknown,120.0,2020-12-24
B0107073,GIGE,10.0,2020-12-25
B0107274,USB2.0,10000.0,2020-12-25
B0107295,USB2.0,4500.0,2020-12-25
B0107273,USB2.0,10000.0,2020-12-25
B0107658,USB3.0,80.0,2020-12-25
A0202586,Unknown,7560.0,2020-12-25
C3003013,Unknown,1000.0,2020-12-25
T2200077,Unknown,30.0,2020-12-25
A0202748,Unknown,500.0,2020-12-25
A0202677,Unknown,5200.0,2020-12-25
A0202649,Unknown,5000.0,2020-12-25
T2200079,Unknown,100.0,2020-12-25
B0107139,USB3.0,20.0,2020-12-28
B0107048,USB3.0,12.0,2020-12-28
B0102359,USB3.0,7886.0,2020-12-28
B0107040,USB3.0,100.0,2020-12-28
B0107031,USB3.0,150.0,2020-12-28
B0107184,USB3.0,50.0,2020-12-28
B0107472,USB3.0,1500.0,2020-12-28
B0106632,USB3.0,50.0,2020-12-28
B0107677,USB3.0,100.0,2020-12-28
B0107770,USB3.0,1000.0,2020-12-28
B0106779,USB3.0,50.0,2020-12-28
B0107043,USB3.0,100.0,2020-12-28
B0106865,USB3.0,1055.0,2020-12-28
B0106769,USB3.0,2560.0,2020-12-28
B0107032,USB3.0,200.0,2020-12-28
B0106771,USB3.0,2071.0,2020-12-28
B0201266,USB3.0(TYPE C),1000.0,2020-12-28
B0107674,其他,500.0,2020-12-28
B0107754,其他,200.0,2020-12-28
B0107672,其他,500.0,2020-12-28
B0107671,其他,500.0,2020-12-28
B0107670,其他,16.0,2020-12-28
B0107753,其他,200.0,2020-12-28
B0101822,其他,100.0,2020-12-28
B0105600,其他,100.0,2020-12-28
B0107673,其他,500.0,2020-12-28
C2402123,Unknown,600.0,2020-12-28
T1200251,Unknown,20.0,2020-12-28
C2901014,Unknown,10.0,2020-12-28
HQT001,Unknown,1.0,2020-12-28
T1200255,Unknown,4.0,2020-12-28
B0107008,Unknown,150.0,2020-12-28
B0107059,Unknown,10.0,2020-12-28
B8801001,Unknown,100.0,2020-12-28
C3001010,Unknown,10.0,2020-12-28
C1502056,Unknown,4200.0,2020-12-28
B0107541,Unknown,20.0,2020-12-28
C1801103,Unknown,10000.0,2020-12-28
T1200012,Unknown,120.0,2020-12-28
A0103065,Unknown,5000.0,2020-12-28
B8801031,Unknown,60.0,2020-12-28
T1200253,Unknown,50.0,2020-12-28
B0107540,Unknown,24.0,2020-12-28
C2901032,Unknown,10.0,2020-12-28
B0106797,USB2.0,15000.0,2020-12-29
B0106161,USB2.0,100.0,2020-12-29
B0105989,USB2.0,4350.0,2020-12-29
B0106798,USB2.0,10000.0,2020-12-29
B0106383,USB2.0,2100.0,2020-12-29
B0105990,USB2.0,43750.0,2020-12-29
B0106187,USB3.0,2000.0,2020-12-29
B0107174,其他,10080.0,2020-12-29
B0106297,其他,9000.0,2020-12-29
B0106750,其他,15.0,2020-12-29
B0101946,其他,100.0,2020-12-29
B0105992,其他,67875.0,2020-12-29
B0104175,其他,2000.0,2020-12-29
B0301041,其他,1000.0,2020-12-29
B0104173,其他,2000.0,2020-12-29
B0105934,其他,11200.0,2020-12-29
B0105992,其他,1000.0,2020-12-29
B0102348,其他,4400.0,2020-12-29
B0101822,其他,50.0,2020-12-29
B0107017,其他,16400.0,2020-12-29
B0301041,其他,2000.0,2020-12-29
B0105340,其他,2040.0,2020-12-29
B0106100,其他,13000.0,2020-12-29
C1502073,Unknown,40000.0,2020-12-29
A0510124,Unknown,540.0,2020-12-29
C2001691,Unknown,3000.0,2020-12-29
A0510126,Unknown,2960.0,2020-12-29
A0510143,Unknown,1140.0,2020-12-29
C1805050,Unknown,5000.0,2020-12-29
RTF00001,Unknown,1.0,2020-12-29
D20G3018,Unknown,1.0,2020-12-29
C1502053,Unknown,61200.0,2020-12-29
D20G3022,Unknown,1.0,2020-12-29
C1502056,Unknown,59160.0,2020-12-29
MAC00001,Unknown,1.0,2020-12-29
A0510121,Unknown,2640.0,2020-12-29
E20G1010,Unknown,1.0,2020-12-29
C0708007,Unknown,31200.0,2020-12-29
D20G3020,Unknown,1.0,2020-12-29
A0510122,Unknown,1400.0,2020-12-29
A0510125,Unknown,2190.0,2020-12-29
D20G3011,Unknown,1.0,2020-12-29
B0107546,Unknown,4.0,2020-12-29
C2402088,Unknown,1000.0,2020-12-29
A0510123,Unknown,2400.0,2020-12-29
D20G3026,Unknown,1.0,2020-12-29
D20G3024,Unknown,1.0,2020-12-29
T1200275,Unknown,30.0,2020-12-29
C3301059,Unknown,3840.0,2020-12-30
A0202508,Unknown,1000.0,2020-12-30
D20G3010,Unknown,1.0,2020-12-30
D20G3014,Unknown,1.0,2020-12-30
D20G3009,Unknown,1.0,2020-12-30
D20G3015,Unknown,1.0,2020-12-30
D20G3016,Unknown,1.0,2020-12-30
B0106774,GIGE,55.0,2020-12-31
B0106773,GIGE,427.0,2020-12-31
B0106747,GIGE,14.0,2020-12-31
B0107073,GIGE,30.0,2020-12-31
B0106746,GIGE,168.0,2020-12-31
B0107461,GIGE,40.0,2020-12-31
B0107157,GIGE,5.0,2020-12-31
B0107450,USB2.0,1010.0,2020-12-31
B0106862,USB3.0,350.0,2020-12-31
B0107779,USB3.0,100.0,2020-12-31
B0107780,USB3.0,50.0,2020-12-31
B0107262,USB3.0,22.0,2020-12-31
B0107168,其他,15.0,2020-12-31
B0106750,其他,16.0,2020-12-31
C1801192,Unknown,20000.0,2020-12-31
T1200261,Unknown,15.0,2020-12-31
T1190399,Unknown,1.0,2020-12-31
C1801189,Unknown,20000.0,2020-12-31
E20G2002,Unknown,1.0,2020-12-31
B0106798,USB2.0,10000.0,2021-01-04
B0105990,USB2.0,56250.0,2021-01-04
B0106797,USB2.0,11700.0,2021-01-04
B0105992,其他,50000.0,2021-01-04
B0106100,其他,22000.0,2021-01-04
B0105951,其他,9900.0,2021-01-04
B0105934,其他,10000.0,2021-01-04
B0101957,其他,20000.0,2021-01-04
B0102388,其他,16.0,2021-01-04
B0201230,其他,24.0,2021-01-04
B0105340,其他,2640.0,2021-01-04
B8801063,Unknown,2.0,2021-01-04
B8801001,Unknown,6.0,2021-01-04
T1200283,Unknown,1.0,2021-01-04
B0107772,Unknown,1.0,2021-01-04
B8801104,Unknown,40.0,2021-01-04
B8801087,Unknown,10.0,2021-01-04
T1200214,Unknown,4.0,2021-01-04
B8801001,Unknown,60.0,2021-01-04
C1502069,Unknown,40000.0,2021-01-04
T1190389,Unknown,1.0,2021-01-04
B8801009,Unknown,1.0,2021-01-04
C0104276,Unknown,5000.0,2021-01-04
C1502054,Unknown,40000.0,2021-01-04
B8801006,Unknown,40.0,2021-01-04
C1502071,Unknown,50000.0,2021-01-04
B8801066,Unknown,21.0,2021-01-04
T1200263,Unknown,2.0,2021-01-04
T1200231,Unknown,150.0,2021-01-05
B0102400,Unknown,1300.0,2021-01-05
A0202785,Unknown,20.0,2021-01-05
D20G2031,Unknown,1.0,2021-01-06
HQT001,Unknown,1.0,2021-01-06
B0106774,GIGE,44.0,2021-01-07
B0106773,GIGE,300.0,2021-01-07
B0106746,GIGE,150.0,2021-01-07
B0106862,USB3.0,1219.0,2021-01-07
B0106863,USB3.0,519.0,2021-01-07
B0107262,USB3.0,537.0,2021-01-07
B0107286,USB3.0,10.0,2021-01-07
B0106750,其他,21.0,2021-01-07
B0107049,其他,159.0,2021-01-07
B0106750,其他,7.0,2021-01-07
B0107313,其他,13.0,2021-01-07
B0102388,其他,46.0,2021-01-07
B0106285,其他,10.0,2021-01-07
B0106849,Unknown,2.0,2021-01-07
B8801006,Unknown,20.0,2021-01-07
B0107261,Unknown,3.0,2021-01-07
B8801010,Unknown,10.0,2021-01-07
T1190168,Unknown,10.0,2021-01-07
B8801087,Unknown,12.0,2021-01-07
T1200288,Unknown,4.0,2021-01-07
B0106454,GIGE,100.0,2021-01-08
B0106455,GIGE,10.0,2021-01-08
B0201230,其他,25.0,2021-01-08
