訂單編號,產品系列,數量,預估交期
T1210215,Unknown,3.0,2021-12-24
B0107877,Unknown,36.0,2021-12-24
T1210229,Unknown,5.0,2021-12-24
C1502053,Unknown,37200.0,2021-12-24
T1190168,Unknown,1.0,2021-12-24
T1210228,Unknown,1.0,2021-12-24
B0106747,GIGE,2.0,2021-12-30
B0107019,USB2.0,25000.0,2021-12-30
B0107273,USB2.0,30000.0,2021-12-30
B0107289,USB2.0,3000.0,2021-12-30
B0107791,USB2.0,200.0,2021-12-30
B0107031,USB3.0,850.0,2021-12-30
B0107048,USB3.0,10.0,2021-12-30
B0107771,USB3.0,120.0,2021-12-30
B0107032,USB3.0,200.0,2021-12-30
B0106863,USB3.0,300.0,2021-12-30
B0106769,USB3.0,4030.0,2021-12-30
B0106771,USB3.0,2840.0,2021-12-30
B0107279,USB3.0,3000.0,2021-12-30
B0106750,其他,20.0,2021-12-30
B0107868,其他,500.0,2021-12-30
B0106338,其他,10000.0,2021-12-30
B0107869,其他,500.0,2021-12-30
C2801007,Unknown,600.0,2021-12-30
C2001623,Unknown,5000.0,2021-12-30
T1190410,Unknown,8.0,2021-12-30
C2001643,Unknown,5000.0,2021-12-30
B0107024,Unknown,20.0,2021-12-30
C0104292,Unknown,46000.0,2021-12-30
B0107879,Unknown,19.0,2021-12-30
T1210225,Unknown,3.0,2021-12-30
C0104292,Unknown,40000.0,2021-12-30
B0107318,Unknown,15.0,2021-12-30
B0107302,Unknown,20.0,2021-12-30
C3204005,Unknown,19902.0,2021-12-30
T1210227,Unknown,3.0,2021-12-30
B0106383,USB2.0,4200.0,2021-12-31
B0106797,USB2.0,29100.0,2021-12-31
B0106798,USB2.0,31500.0,2021-12-31
B0105990,USB2.0,58375.0,2021-12-31
B0106100,其他,15000.0,2021-12-31
B0106054,其他,17000.0,2021-12-31
B0101957,其他,21400.0,2021-12-31
B0105934,其他,10800.0,2021-12-31
B0105340,其他,8520.0,2021-12-31
C1805059,Unknown,12000.0,2021-12-31
A0202677,Unknown,19500.0,2021-12-31
C3301034,Unknown,1000.0,2021-12-31
C3301079,Unknown,2000.0,2021-12-31
A0202654,Unknown,10080.0,2021-12-31
B0201286,Unknown,2.0,2021-12-31
C1502069,Unknown,41400.0,2021-12-31
A0202723,Unknown,2000.0,2021-12-31
E21C2007,Unknown,1.0,2021-12-31
FFS00001,Unknown,125.0,2021-12-31
C3301023,Unknown,14040.0,2021-12-31
C1502053,Unknown,34200.0,2021-12-31
A0202763,Unknown,500.0,2021-12-31
A0202586,Unknown,20160.0,2021-12-31
A0202580,Unknown,10000.0,2021-12-31
A0202741,Unknown,14200.0,2021-12-31
E21C2008,Unknown,1.0,2021-12-31
A0202587,Unknown,10000.0,2021-12-31
C1804150,Unknown,12600.0,2021-12-31
B0105457,Unknown,10.0,2021-12-31
B0107733,USB3.0,50.0,2022-01-03
B0107487,USB3.0,20.0,2022-01-03
B0107799,其他,120.0,2022-01-03
B0106667,其他,140.0,2022-01-03
B0201230,其他,10.0,2022-01-03
B0102388,其他,22.0,2022-01-03
B8801063,Unknown,4.0,2022-01-03
B8801159,Unknown,1.0,2022-01-03
B8801066,Unknown,15.0,2022-01-03
B8801039,Unknown,50.0,2022-01-03
HQPF01,Unknown,1.0,2022-01-03
T8210021,Unknown,1.0,2022-01-03
B8801034,Unknown,10.0,2022-01-03
T2210075,Unknown,100.0,2022-01-03
T8210013,Unknown,20.0,2022-01-03
B8801039,Unknown,100.0,2022-01-03
B8801009,Unknown,1.0,2022-01-03
B8801087,Unknown,20.0,2022-01-03
T1210246,Unknown,3.0,2022-01-03
B8801002,Unknown,10.0,2022-01-03
B8801002,Unknown,3.0,2022-01-03
B8801165,Unknown,4.0,2022-01-03
T8210022,Unknown,8.0,2022-01-03
B0106771,USB3.0,150.0,2022-01-04
T1210252,Unknown,20.0,2022-01-04
T1210005,Unknown,20.0,2022-01-05
B0106742,GIGE,100.0,2022-01-06
B0106773,GIGE,2100.0,2022-01-06
B0107074,GIGE,8.0,2022-01-06
B0106746,GIGE,1500.0,2022-01-06
B0106774,GIGE,30.0,2022-01-06
B0106747,GIGE,200.0,2022-01-06
B0107794,USB3.0,5.0,2022-01-06
B0107559,USB3.0,8.0,2022-01-06
B0106862,USB3.0,500.0,2022-01-06
B8801142,Unknown,36.0,2022-01-06
T1210249,Unknown,2.0,2022-01-06
B8801085,Unknown,12.0,2022-01-06
B0107580,Unknown,8.0,2022-01-06
B0107008,Unknown,1000.0,2022-01-06
B8801102,Unknown,16.0,2022-01-06
B8801044,Unknown,200.0,2022-01-06
B0106389,Unknown,1.0,2022-01-06
B0106742,GIGE,5.0,2022-01-07
B0107278,USB2.0,20.0,2022-01-07
B0107764,USB3.0,5.0,2022-01-07
B0107277,USB3.0,30.0,2022-01-07
B0106863,USB3.0,20.0,2022-01-07
B0201230,其他,184.0,2022-01-07
B0102388,其他,88.0,2022-01-07
C3202004,Unknown,3000.0,2022-01-07
B8801034,Unknown,23.0,2022-01-07
A0202729,Unknown,5000.0,2022-01-07
A0202649,Unknown,9360.0,2022-01-07
A0202505,Unknown,2000.0,2022-01-07
B8801066,Unknown,12.0,2022-01-07
B0107638,Unknown,20.0,2022-01-07
B0201280,Unknown,25.0,2022-01-07
B8801165,Unknown,18.0,2022-01-07
B8801087,Unknown,20.0,2022-01-07
C3301072,Unknown,200.0,2022-01-07
T8210022,Unknown,2.0,2022-01-07
A0202677,Unknown,13000.0,2022-01-07
A0202595,Unknown,5000.0,2022-01-07
B0301141,Unknown,30.0,2022-01-07
A0202648,Unknown,10000.0,2022-01-07
MAC00001,Unknown,1.0,2022-01-07
A0202665,Unknown,10080.0,2022-01-07
B8801117,Unknown,8.0,2022-01-07
B0201262,USB2.0(TYPE C),9000.0,2022-01-10
B0107350,其他,6770.0,2022-01-10
B0107347,其他,1440.0,2022-01-10
T1210233,Unknown,5.0,2022-01-10
C1804102,Unknown,10000.0,2022-01-10
T1210247,Unknown,8.0,2022-01-10
T1210243,Unknown,42.0,2022-01-10
T1210234,Unknown,5.0,2022-01-10
B0107438,USB3.0,1.0,2022-01-11
B8801009,Unknown,3.0,2022-01-11
B8801063,Unknown,11.0,2022-01-11
A0202785,Unknown,4000.0,2022-01-11
A0205283,Unknown,5015.0,2022-01-12
T3210004,Unknown,16.0,2022-01-12
C3003018,Unknown,10030.0,2022-01-12
B0106743,GIGE,1.0,2022-01-13
B0106863,USB3.0,500.0,2022-01-13
B0107697,USB3.0,2.0,2022-01-13
B0107751,USB3.0,2.0,2022-01-13
B0107639,USB3.0,30.0,2022-01-13
B0106862,USB3.0,500.0,2022-01-13
B0107793,USB3.0,30.0,2022-01-13
B0107464,USB3.0,1000.0,2022-01-13
B0107465,USB3.0,100.0,2022-01-13
B0107262,USB3.0,500.0,2022-01-13
B0107832,USB3.0(主動線),2.0,2022-01-13
B0106750,其他,40.0,2022-01-13
B0102415,其他,30.0,2022-01-13
B0201230,其他,134.0,2022-01-13
